x1,x2,x3,Date
102.97598281163005,101.23422990418418,101.39096457554184,2025-01-01
102.55376921006467,102.05671055616995,103.58986323398786,2025-01-02
102.36255079698714,100.60581531676168,99.20493342899671,2025-01-03
104.52270660370304,100.4799066767566,101.79857262405798,2025-01-04
103.68220897253254,100.63743018772354,101.59960443130754,2025-01-05
103.30130677364313,99.94723392416792,98.83386959304019,2025-01-06
101.43656557652828,100.11696333519761,99.41442048884582,2025-01-07
100.96287548107146,100.42468376115275,99.92667444838479,2025-01-08
97.70618630455279,100.35282159211894,101.99730141366966,2025-01-09
97.01425311620167,99.87041240176909,100.72405938954456,2025-01-10
98.1969859672089,101.13747473619114,103.52530007021296,2025-01-11
97.15754819160324,99.91297787985873,100.96903640066692,2025-01-12
96.71294988044345,99.8464388533779,100.32133025158588,2025-01-13
100.12991931027146,101.80813025639051,101.64512848350448,2025-01-14
99.6763450923104,100.33429434418778,100.34141632537941,2025-01-15
98.30498272436529,100.05513753872951,98.51425850638121,2025-01-16
97.07683804929407,98.7939406401582,96.01453047886167,2025-01-17
95.16647651991133,97.43519317297503,96.3799087733806,2025-01-18
96.22239484262263,98.596884400841,96.95748368001664,2025-01-19
96.82403537531019,98.36162897425264,96.68600370288831,2025-01-20
101.83379937694527,98.78849754235218,99.15525193039578,2025-01-21
104.61097325621226,99.1667838443717,97.78420479676114,2025-01-22
105.33427558152162,97.73860081365777,96.7064627873123,2025-01-23
105.01744073036045,96.24495903645563,97.68328126287305,2025-01-24
107.51619051759423,97.71918326301105,100.50568715855253,2025-01-25
102.79031161785576,95.78855781054202,97.31226986215178,2025-01-26
102.04023371747697,95.7262215933131,96.77187782817465,2025-01-27
102.45869811587569,96.20953881877901,96.94800062651328,2025-01-28
100.74888175073158,95.76425983131018,93.8656208461325,2025-01-29
100.46382974686432,95.59771750774256,93.31432510154347,2025-01-30
101.15986372371196,95.59235357138066,92.61694278767214,2025-01-31
99.64944828274297,95.55071286436346,91.92445118318055,2025-02-01
101.00926812891815,96.67521908689803,92.30705083726636,2025-02-02
99.28443981687654,95.21920224960793,89.53104681261455,2025-02-03
99.51923796808421,95.48645975646612,89.11251213899683,2025-02-04
100.58835809879857,96.3754428543677,90.86907556223645,2025-02-05
100.89223068402823,95.98295456411704,91.30667355054506,2025-02-06
99.87772961245078,95.22797010490603,91.44779439287736,2025-02-07
98.81358883953105,95.40085496605917,91.90559088377644,2025-02-08
101.4657950100049,95.56345690741938,92.02884931436412,2025-02-09
101.76550415880922,96.16172064174823,92.23805609076594,2025-02-10
103.94775182271817,98.77951960123568,94.30397195938023,2025-02-11
104.25313165578359,97.34257386479092,93.38573996862648,2025-02-12
103.02870099341743,96.33189709380977,92.65130689375245,2025-02-13
104.50202226617519,96.86546519761755,94.03630101471045,2025-02-14
103.81718110973317,96.5498375628658,94.19068949133143,2025-02-15
102.21793232265156,96.60272686782082,93.12906003422346,2025-02-16
100.58291929245351,95.14330332666025,92.45008307823642,2025-02-17
98.95810140737284,95.02916903530749,92.47633728578006,2025-02-18
96.7518215080106,94.53497432956527,91.60745213280964,2025-02-19
97.01064986404162,94.64561241946578,92.94800254612586,2025-02-20
96.2014301614233,93.81495102849857,92.1600676257642,2025-02-21
96.40842070454488,94.34901425307682,93.62604434953145,2025-02-22
97.21856275693771,94.34348772226315,93.16622536836933,2025-02-23
96.62763436326792,95.47826898567689,93.93260162492376,2025-02-24
104.05592932995238,96.6526315392039,97.11879562005778,2025-02-25
103.95271454598428,97.23360807599475,98.34037156712569,2025-02-26
106.78351865080501,97.48586458039061,100.2342850889732,2025-02-27
105.72750774904736,96.88663360114518,100.34412983836536,2025-02-28
105.66494952429083,96.25878719986424,97.38610542015638,2025-03-01
106.94452662803967,97.0863418769511,98.96471765985372,2025-03-02
105.29115930723763,96.65719249074195,93.4665138558683,2025-03-03
105.45055359673859,98.67627414573515,97.78065946609013,2025-03-04
106.89644843232405,98.49656351598489,97.82000317458966,2025-03-05
108.34203911918397,97.74032803329594,98.52768442292385,2025-03-06
108.8839379657237,97.98998556811003,100.71689845049254,2025-03-07
109.35673369451568,98.4296113683482,99.76181489037525,2025-03-08
111.41187352577698,99.73791659984286,97.83145905403863,2025-03-09
112.89501266264669,99.93335587106174,97.62534448819792,2025-03-10
114.04501745046377,100.30567840561604,97.76263708050065,2025-03-11
115.2256241762229,102.03623879972386,97.52691751198122,2025-03-12
119.62299553889288,101.933143144161,100.4574928357132,2025-03-13
121.17613795880044,102.82112129467546,101.7186763373764,2025-03-14
121.39667381571606,102.4559946818223,104.47205242622388,2025-03-15
122.13770597619758,103.64134583241065,106.10853541511997,2025-03-16
123.75068989303163,103.50139766767923,108.30677748186893,2025-03-17
122.97149820149197,102.51084602720056,106.30087878910483,2025-03-18
122.32384179263778,101.17251991657693,105.0309160041672,2025-03-19
119.3347421575561,101.7855977032683,105.04278335770505,2025-03-20
118.55186406496675,100.81377472781512,105.54040934879606,2025-03-21
120.21440642481468,100.5923176062864,105.30720215514579,2025-03-22
122.49095840188261,101.87779993680351,107.36399037352197,2025-03-23
120.61927059419699,101.08316519305829,104.77974283932346,2025-03-24
120.29931538135646,102.46594929256902,104.35844954948222,2025-03-25
121.44429385852976,103.70260492255315,104.5784924820349,2025-03-26
122.00299801227617,103.37118319244202,103.85899720116849,2025-03-27
118.22044995990818,102.72610653175171,104.28519351627472,2025-03-28
115.13100069766925,102.87771607295396,101.88893781006314,2025-03-29
113.82242059866687,102.12902739042399,102.43093823402094,2025-03-30
114.93567813932682,102.45877954521767,103.62888136837655,2025-03-31
114.25216946658254,102.51992204363064,102.6950717262552,2025-04-01
114.47660182137419,101.68118251447976,102.35626995156304,2025-04-02
116.86926468214428,101.85171492125721,101.86118437552882,2025-04-03
116.85979971983598,102.83018406621599,102.98766551412456,2025-04-04
114.7885269207875,101.07641041251166,103.85730576109528,2025-04-05
113.91798047588536,100.39208592546541,106.40418355591227,2025-04-06
115.08715924706614,100.51205603842047,106.12724603440613,2025-04-07
115.19348312419491,101.05530282771326,105.90577434839904,2025-04-08
109.96176407617784,99.21388935073531,107.25210276081746,2025-04-09
108.78835328033368,99.48991818689493,109.16490339937664,2025-04-10
108.81628855333987,99.67366737625056,106.50977768979536,2025-04-11
109.67404342078048,98.31752494771919,106.71326928182641,2025-04-12
112.30832366482971,98.92000887500691,106.71026977413162,2025-04-13
114.94153819029489,99.14204480530735,104.68948162996455,2025-04-14
114.25118677606949,99.00494978577612,104.29276770831027,2025-04-15
114.62259724338136,98.81713098963337,105.32994194116357,2025-04-16
111.56259384323543,98.48759532980183,105.7045179324963,2025-04-17
109.25442161787053,96.74634426202348,104.93161290283832,2025-04-18
107.99512640965523,95.7291542189084,102.07138064147543,2025-04-19
107.6923089106524,94.87676751560947,101.07495158432599,2025-04-20
104.6254078635551,94.75587496736503,99.50754145962513,2025-04-21
104.44585645743756,93.54031468770823,96.35940139622167,2025-04-22
105.77108143055655,95.84668930323194,98.19264713247746,2025-04-23
103.39942724740071,94.31132636519555,94.0709417306779,2025-04-24
102.96570570155643,94.15511566400544,95.55654868373293,2025-04-25
104.00127360328575,94.76683942463256,98.37194893008163,2025-04-26
105.07382039397172,94.75415374096136,98.14499377162343,2025-04-27
104.81848533412429,92.83168896621092,99.2665952611704,2025-04-28
105.2248690264159,92.57728600553962,98.73280175243677,2025-04-29
106.24117969363571,92.16661836605326,101.79650150806135,2025-04-30
105.17983062024246,90.84333491298239,100.82779669325673,2025-05-01
103.06479914703968,90.850847150483,100.64762480806752,2025-05-02
102.79919676029711,90.87893500492301,100.07575605844353,2025-05-03
101.84125434163434,91.45651144771678,99.94732240129049,2025-05-04
102.39773487581257,92.37640315711764,100.24973290159605,2025-05-05
101.56133993751351,92.21198558637954,97.21800527985654,2025-05-06
100.76221238369675,92.33337036282525,99.1102456334458,2025-05-07
99.10118790940199,94.49275891409762,98.5235091146394,2025-05-08
98.806793291115,94.55291149123717,97.9928625727249,2025-05-09
95.56926698621399,93.20359301843344,96.46406688048754,2025-05-10
95.0696166381845,93.72909076105057,99.09262762746688,2025-05-11
96.42327066344129,93.5048597691707,98.19657292927944,2025-05-12
97.0816608332422,93.65312843292975,97.6131252120552,2025-05-13
94.31558599672809,92.77503058743928,95.5201344430704,2025-05-14
94.34720494444305,91.72310700302445,94.4995200151227,2025-05-15
93.2290276710243,90.87469676693728,94.83632338883888,2025-05-16
92.32265837922895,92.05671341443126,93.70178040682737,2025-05-17
93.27635475797452,90.58628202933238,97.06492178412101,2025-05-18
92.75259930034582,90.67044318020527,96.89495298292739,2025-05-19
93.35484661178555,90.19430389858779,97.5427270514693,2025-05-20
93.5108280860697,90.27022828455621,94.91415455712556,2025-05-21
90.81624942207087,89.02229618984418,92.50980341719709,2025-05-22
89.48856135253074,89.85763939521847,93.18630472776128,2025-05-23
89.77207153281309,89.48481296002561,93.9795099750933,2025-05-24
92.62535186804465,89.86572320448684,93.87593179045165,2025-05-25
92.13412547597441,88.3201369214897,91.75007280941526,2025-05-26
91.68927627911413,89.01774769311275,92.89403056318051,2025-05-27
91.85541880061132,89.01649634383769,93.25088208733735,2025-05-28
91.79423000402255,89.64186615745396,93.03832237346317,2025-05-29
89.48011024853895,87.89927737023595,91.3540700324923,2025-05-30
89.46206138460373,87.31612784960214,89.68178681302074,2025-05-31
89.86408801863553,87.26333821335697,90.13556175698268,2025-06-01
89.80628939511223,87.02094296167307,90.15121368036715,2025-06-02
89.26027305644718,86.14234203627346,88.13642501333423,2025-06-03
87.0557204251912,84.60137216708215,85.61953103379805,2025-06-04
86.18141327239572,85.9438236207256,86.79653007908986,2025-06-05
86.3470731637177,85.2878867982573,87.08927046255691,2025-06-06
89.03462274004757,84.97687837508641,85.37118365307894,2025-06-07
89.45456941521165,84.67615119757671,84.30593197313394,2025-06-08
90.00331523248646,84.28518610927583,83.51009148829469,2025-06-09
88.27070489831374,83.56381917172612,81.48153738379175,2025-06-10
88.24443723448552,82.80448368169989,78.11351547246217,2025-06-11
91.16087924034142,83.51361533493287,79.79046404141783,2025-06-12
91.36393250990251,83.73374585323843,78.97666072809565,2025-06-13
91.63880685628558,83.25499192644321,79.21662675414345,2025-06-14
90.94867247773512,81.90265873849162,76.67699815696076,2025-06-15
87.40203173361576,81.24872390331525,73.05821287589825,2025-06-16
87.44208604130381,81.24970352856865,72.8774840470188,2025-06-17
85.75185512429725,81.8226952279127,73.21611810226436,2025-06-18
86.14260216403865,82.30477217608717,73.73766912720943,2025-06-19
84.00902135580557,79.73735577266173,70.83088912447684,2025-06-20
83.39252045619877,79.61583601394267,71.16173383093604,2025-06-21
83.40149379043093,78.73888893531843,71.31634744824873,2025-06-22
83.5673577330583,77.51625977303422,70.67210958691102,2025-06-23
84.63685009845686,77.29446020206053,70.85838970645652,2025-06-24
84.39220544225073,77.65374904421202,72.36833470979127,2025-06-25
80.8303716701099,75.97300075938982,70.40622727484711,2025-06-26
81.80587635157721,76.11865881922418,70.45484330797734,2025-06-27
81.70818397665165,75.7357226315893,71.82453545693078,2025-06-28
83.53253327297188,75.93358035523521,72.49509815156175,2025-06-29
83.90101764267206,76.08059524629198,72.03534707496206,2025-06-30
84.09629534742108,75.84723723717492,70.98400101427623,2025-07-01
81.18378106262057,74.86398363181058,68.9803467091644,2025-07-02
79.93996420175955,73.77465640880015,69.13658928547352,2025-07-03
79.65039691524889,74.48941154468542,70.03076202582298,2025-07-04
80.1872507333267,77.76033639007396,71.19032803466884,2025-07-05
81.4261513909214,77.46462430334152,70.6063417481721,2025-07-06
81.38700382623526,75.99786037177742,70.21205570902066,2025-07-07
81.33263162317384,77.60216633951347,71.17717304099696,2025-07-08
82.10320505835098,77.66142805027947,70.46859821463376,2025-07-09
81.34214603600068,77.90263311575838,70.19968640082325,2025-07-10
83.44869341817034,78.13002473894727,70.9060749420115,2025-07-11
83.8703961077136,78.38663396936587,70.21170725384519,2025-07-12
82.57315603797569,76.44395262938534,67.80215559623728,2025-07-13
80.7926127273751,75.89254436003196,68.74918415392159,2025-07-14
84.52834516639302,76.53171334942088,68.65454806568907,2025-07-15
84.58528644956085,77.17839762226822,68.72100936794838,2025-07-16
86.2331662673116,77.61415703219473,70.9146950289755,2025-07-17
83.98959366687441,76.88238401742368,71.08201258979821,2025-07-18
84.93478635031778,77.96453653730796,71.81231850008626,2025-07-19
84.99323861990568,77.99067328000585,73.15037720525918,2025-07-20
85.3045258509016,78.16405563021031,74.34919425855243,2025-07-21
83.93490247445948,76.40460418243148,73.37762293270018,2025-07-22
83.95405412906642,75.52967935977125,72.70818890396585,2025-07-23
83.421372587902,74.84252392996598,70.65526736194565,2025-07-24
85.04862447435912,75.35470968327523,69.08088362373846,2025-07-25
84.43445544332785,75.02290982634906,69.1442870205876,2025-07-26
86.2721232825451,74.61716038750183,70.91861596335463,2025-07-27
86.2922483830044,75.50051996361958,71.67069100698436,2025-07-28
84.49743917745255,72.85446667826018,70.67363482432225,2025-07-29
83.53097522490056,73.74030650830527,71.10545848334274,2025-07-30
83.94427695013933,72.93878584603875,70.60775810566922,2025-07-31
84.75011603255716,72.56982595911293,70.86201722800054,2025-08-01
84.93737242616119,73.99081277034632,71.38899750393234,2025-08-02
85.49234042578631,75.20414156723712,72.28604447742323,2025-08-03
84.58559266789962,75.98918435196283,72.33688907426483,2025-08-04
84.96784063377677,76.16861650599743,72.52523435921684,2025-08-05
85.23699213326621,75.84958868839277,71.85056972875046,2025-08-06
85.12296193777915,76.32507396761058,72.4382683546496,2025-08-07
87.35646278357622,77.03978631191607,75.41391996546191,2025-08-08
85.32037926652542,77.06923130918695,74.65741199274085,2025-08-09
85.05213203646477,76.64907919265102,76.33813537542821,2025-08-10
85.52354589555857,76.71030325281133,77.01619776873406,2025-08-11
85.55318430992779,76.84504621298966,76.77908930917417,2025-08-12
85.06223790265517,76.53149821203563,75.54130388480432,2025-08-13
83.89971940051102,76.78965977741835,74.5978141680694,2025-08-14
83.5333322242169,77.02423383961691,73.98917750835122,2025-08-15
83.1252370893151,76.4496247968688,73.51928265826278,2025-08-16
82.72685641307876,77.67665327035505,74.93907010713701,2025-08-17
83.54989919457196,77.89096040102487,75.32466251598166,2025-08-18
81.19687464797165,77.61555872746634,75.39535419828438,2025-08-19
83.26055227153128,77.24734996109468,78.48854595142028,2025-08-20
88.2820301495935,79.43484289376738,80.45266858714287,2025-08-21
85.76276468370044,79.20424613066412,80.30237233515803,2025-08-22
85.94369062972349,78.83255357715039,80.69254554371808,2025-08-23
85.0813078056945,79.70979665111913,82.44059568581126,2025-08-24
84.79251579809885,79.71117499827946,81.22878950393296,2025-08-25
84.58264965869375,78.95590177438034,78.63462274156873,2025-08-26
83.97551580100682,78.6155551124213,78.09097841758955,2025-08-27
82.38823157239845,79.18578597064761,78.70946634863611,2025-08-28
80.93504347027124,78.5033189428309,78.9983262425745,2025-08-29
80.28024402652778,79.14559564409775,80.78780924936174,2025-08-30
79.60061521195618,78.82616909608471,80.04000880022969,2025-08-31
79.24851778213487,76.74918407072934,76.97298770288984,2025-09-01
80.71135725549192,76.90268166775232,78.47908723008477,2025-09-02
79.3133278074244,74.64703870945497,78.28585801671251,2025-09-03
78.8715196251082,74.59183881992574,77.05924856604076,2025-09-04
80.08064595465048,74.96552934057306,77.73980422122261,2025-09-05
81.4113498861611,75.70293600107824,79.72944409562928,2025-09-06
83.06321358954558,77.4048613935751,82.15614779617673,2025-09-07
